Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
2176,2019,Economic Development (EDD),Music & Entertainment Business Development,Black or African American,78702,POINT (-97.71608 30.264271)
1064,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78758,POINT (-97.706726 30.384311)
166,2019,Economic Development (EDD),Small Business Education & Coaching,White,,
3048,2021,Economic Development (EDD),Education and Coaching,Black or African American,78640,POINT (-97.839938 29.996884)
3010,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
2748,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,77041,POINT (-95.580152 29.858914)
VS0000035423,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78665,POINT (-97.643704 30.542117)
1938,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78702,POINT (-97.71608 30.264271)
1586,2021,Economic Development (EDD),Education & Coaching,White,78727,POINT (-97.713462 30.426879)
978,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78701,POINT (-97.741791 30.271191)
3452,2022,Economic Development,Education & Coaching,Prefer not to answer,78741,POINT (-97.716971 30.227985)
574,2019,Economic Development (EDD),Small Business Education & Coaching,White,78705,POINT (-97.737978 30.292467)
528,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78701,POINT (-97.741791 30.271191)
668,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),87507,POINT (-106.055445 35.62793)
1451,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78748,POINT (-97.825259 30.166107)
3454,2022,Economic Development,Education & Coaching,White,78723,POINT (-97.686715 30.30723)
3206,2022,Economic Development,Public Art & Placemaking,Black or African American,78640,POINT (-97.839938 29.996884)
906,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78717,POINT (-97.765813 30.492639)
2209,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000938701,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78749,POINT (-97.859448 30.213975)
713,2020,Economic Development (EDD),Public Art & Placemaking,,,
V00000963791,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78730,POINT (-97.833544 30.362332)
3480,2022,Economic Development,Education & Coaching,Multi Race or Ethnicity,78045,POINT (-99.513046 27.622935)
3026,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78665,POINT (-97.643704 30.542117)
2733,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78660,POINT (-97.613157 30.449905)
2346,2020,Economic Development (EDD),Small Business Education & Coaching,,,
63,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),75758,
226,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,55132,
602,2020,Economic Development (EDD),Music & Entertainment Business Development,Hispanic or Latino,,
4272,2022,Economic Development,Education & Coaching,White,78731,POINT (-97.765626 30.345658)
2463,2021,Economic Development (EDD),Education & Coaching,White,44054,
2253,2020,Economic Development (EDD),Small Business Education & Coaching,White,78701,POINT (-97.741791 30.271191)
V00000963071,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,76112,POINT (-97.219017 32.748399)
VS0000012711,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78737,POINT (-97.964749 30.193369)
2645,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
V00000930006,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Native American,78746,POINT (-97.80785 30.293201)
4368,2022,Economic Development,Education & Coaching,Hispanic or Latino,35019,POINT (-86.631589 34.294604)
496,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1936,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),78732,POINT (-97.897807 30.370203)
1583,2021,Economic Development (EDD),Education and Coaching,White,78704,POINT (-97.76448 30.243217)
2056,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
4107,2022,Economic Development,Education & Coaching,Prefer not to answer,78702,POINT (-97.71608 30.264271)
3128,2020,Economic Development (EDD),Small Business Education & Coaching,Race or Ethnicity Not Listed Above,,
3051,2021,Economic Development (EDD),Small Business Development,Multi Race or Ethnicity (minimum of two different options from above),78705,POINT (-97.737978 30.292467)
3320,2022,Economic Development,Education & Coaching,White,78641,POINT (-97.872696 30.55706)
3031,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
2092,2020,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78701,POINT (-97.741791 30.271191)
704,2020,Economic Development (EDD),Public Art & Placemaking,,,
VS0000018667,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78247,POINT (-98.408695 29.582113)
2894,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78154,POINT (-98.279892 29.567659)
3009,2021,Economic Development (EDD),Education & Coaching,,30253,POINT (-84.181377 33.45061)
1574,2020,Economic Development (EDD),Small Business Education & Coaching,White,78745,POINT (-97.798214 30.206782)
1326,2021,Economic Development (EDD),Education & Coaching,Asian,,
V00000907852,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78735,POINT (-97.858036 30.256502)
834,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78768,POINT (-97.746598 30.264979)
793,2020,Economic Development (EDD),Small Business Education & Coaching,,,
967,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1945,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78733,POINT (-97.871484 30.327345)
2722,2021,Economic Development (EDD),Industry Sector Development,Asian,,
3886,2022,Economic Development,Education & Coaching,White,78704,POINT (-97.76448 30.243217)
2695,2021,Economic Development (EDD),Small Business Development,,,
118,2020,Economic Development (EDD),Cultural Arts Grantmaking,,78749,POINT (-97.859448 30.213975)
438,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78702,POINT (-97.71608 30.264271)
VS0000013951,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78759,POINT (-97.753727 30.40316)
1944,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78714,POINT (-97.746598 30.264979)
1599,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),78750,POINT (-97.800431 30.433237)
3744,2022,Economic Development,Education & Coaching,Asian,75230,POINT (-96.793182 32.901305)
2376,2020,Economic Development (EDD),Cultural Arts Grantmaking,White,78741,POINT (-97.716971 30.227985)
MAR8301130,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78612,POINT (-97.490084 30.096312)
3754,2022,Economic Development,Education & Coaching,Hispanic or Latino,76724,
3465,2022,Economic Development,Education & Coaching,White,78756,POINT (-97.740236 30.321553)
VC0000102896,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78756,POINT (-97.740236 30.321553)
1782,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,,
3542,2022,Economic Development,Education & Coaching,Black or African-American,78702,POINT (-97.71608 30.264271)
2520,2021,Economic Development (EDD),Education & Coaching,,19899,POINT (-75.5451 39.744432)
3318,2022,Economic Development,Education & Coaching,White,78636,POINT (-98.404319 30.286051)
370,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
788,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,,
761,2021,Economic Development (EDD),Education & Coaching,,78761,POINT (-97.746598 30.264979)
2700,2021,Economic Development (EDD),Education and Coaching,,78703,POINT (-97.763975 30.291285)
3177,2022,Economic Development,Public Art & Placemaking,Black or African American,78745,POINT (-97.798214 30.206782)
890,2019,Economic Development (EDD),Small Business Education & Coaching,White,78759,POINT (-97.753727 30.40316)
794,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,,
VS0000036528,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78207,POINT (-98.523851 29.4236)
2940,2021,Economic Development (EDD),Education & Coaching,White,78758,POINT (-97.706726 30.384311)
4399,2022,Economic Development,Education & Coaching,White,78749,POINT (-97.859448 30.213975)
581,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
V00000922609,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78715,POINT (-97.746598 30.264979)
V00000913580,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78759,POINT (-97.753727 30.40316)
4421,2022,Economic Development,Education & Coaching,White,78722,POINT (-97.715708 30.290465)
V00000937401,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78634,POINT (-97.555793 30.550535)
1328,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78762,POINT (-97.746598 30.264979)
1779,2020,Economic Development (EDD),Small Business Education & Coaching,White,78717,POINT (-97.765813 30.492639)
2123,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78650,POINT (-97.225198 30.285716)
VS0000034167,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78270,POINT (-98.45 29.58)
2287,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1451,2021,Economic Development (EDD),Historic Preservation Fund Grants Adminstration,,78702,POINT (-97.71608 30.264271)
440,2019,Economic Development (EDD),Small Business Education & Coaching,White,78748,POINT (-97.825259 30.166107)
VS0000005951,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78634,POINT (-97.555793 30.550535)
V00000960461,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,77449,POINT (-95.72936 29.832639)
474,2021,Economic Development (EDD),Education and Coaching,White,78756,POINT (-97.740236 30.321553)
1877,2020,Economic Development (EDD),Small Business Education & Coaching,,,
352,2021,Economic Development (EDD),Small Business Development,White,78701,POINT (-97.741791 30.271191)
2189,2020,Economic Development (EDD),Small Business Education & Coaching,White,,
2410,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1421,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,,
57,2020,Economic Development (EDD),Business Development,Asian,78664,POINT (-97.651252 30.505358)
3044,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),78759,POINT (-97.753727 30.40316)
1625,2021,Economic Development (EDD),Education & Coaching,White,78735,POINT (-97.858036 30.256502)
22,2020,Economic Development (EDD),Artist Development,,,
3174,2022,Economic Development,Public Art & Placemaking,White,78681,POINT (-97.718684 30.519443)
3075,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2,2020,Economic Development (EDD),Artist Development,,,
721,2020,Economic Development (EDD),Public Art & Placemaking,,,
2980,2020,Economic Development (EDD),Public Art & Placemaking,Black or African American,78660,POINT (-97.613157 30.449905)
1411,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78731,POINT (-97.765626 30.345658)
808,2021,Economic Development (EDD),Education & Coaching,,,
2148,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
364,2021,Economic Development (EDD),Public Art & Placemaking,,78741,POINT (-97.716971 30.227985)
2969,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78665,POINT (-97.643704 30.542117)
220,2019,Economic Development (EDD),Small Business Education & Coaching,White,78717,POINT (-97.765813 30.492639)
310,2019,Economic Development (EDD),Small Business Education & Coaching,,78702,POINT (-97.71608 30.264271)
501,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78735,POINT (-97.858036 30.256502)
1050,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78717,POINT (-97.765813 30.492639)
V00000905724,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78761,POINT (-97.746598 30.264979)
1370,2020,Economic Development (EDD),Small Business Education & Coaching,White,78733,POINT (-97.871484 30.327345)
3903,2022,Economic Development,Education & Coaching,Prefer not to answer,78727,POINT (-97.713462 30.426879)
662,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
3913,2022,Economic Development,Education & Coaching,Black or African-American,78753,POINT (-97.675352 30.378511)
1254,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
1523,2020,Economic Development (EDD),Small Business Education & Coaching,White,78702,POINT (-97.71608 30.264271)
1790,2020,Economic Development (EDD),Small Business Education & Coaching,Native American or Alaska Native,77836,POINT (8.05087 48.74673)
871,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1472,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
1340,2020,Economic Development (EDD),Small Business Education & Coaching,,,
