Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
939,2021,Economic Development (EDD),Public Art & Placemaking,,,
247,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2329,2020,Economic Development (EDD),Cultural Arts Grantmaking,Hispanic or Latino,,
411,2019,Economic Development (EDD),Small Business Education & Coaching,,78704,POINT (-97.76448 30.243217)
577,2021,Economic Development (EDD),Public Art & Placemaking,,,
1439,2020,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
1425,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78753,POINT (-97.675352 30.378511)
1869,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78660,POINT (-97.613157 30.449905)
271,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,77375,POINT (-95.590465 30.086314)
4264,2022,Economic Development,Education & Coaching,Hispanic or Latino,78754,POINT (-97.643722 30.356927)
4391,2022,Economic Development,Education & Coaching,Hispanic or Latino,78747,POINT (-97.757228 30.133523)
1641,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78702,POINT (-97.71608 30.264271)
2924,2020,Economic Development (EDD),Small Business Education & Coaching,,,
3866,2022,Economic Development,Education & Coaching,White,78735,POINT (-97.858036 30.256502)
2963,2020,Economic Development (EDD),Small Business Education & Coaching,Multi Race or Ethnicity,78653,POINT (-97.531473 30.345865)
1920,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78731,POINT (-97.765626 30.345658)
1121,2019,Economic Development (EDD),Small Business Education & Coaching,,,
1150,2021,Economic Development (EDD),Public Art & Placemaking,,78701,POINT (-97.741791 30.271191)
V00000967763,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78634,POINT (-97.555793 30.550535)
3681,2022,Economic Development,Education & Coaching,White,78749,POINT (-97.859448 30.213975)
1079,2019,Economic Development (EDD),Small Business Education & Coaching,White,78754,POINT (-97.643722 30.356927)
2599,2021,Economic Development (EDD),Education & Coaching,Black or African American,76015,POINT (-97.132825 32.69173)
211,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),,
1485,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78731,POINT (-97.765626 30.345658)
4259,2022,Economic Development,Education & Coaching,Prefer not to answer,78702,POINT (-97.71608 30.264271)
828,2019,Economic Development (EDD),Small Business Education & Coaching,,78721,POINT (-97.683892 30.270568)
809,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78723,POINT (-97.686715 30.30723)
2220,2020,Economic Development (EDD),Education & Coaching,,,
2823,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000931374,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78702,POINT (-97.71608 30.264271)
3057,2021,Economic Development (EDD),Education & Coaching,,78753,POINT (-97.675352 30.378511)
2381,2020,Economic Development (EDD),Public Art & Placemaking,Hispanic or Latino,,
212,2021,Economic Development (EDD),Education and Coaching,Asian,,
V00000940391,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,77079,POINT (-95.603218 29.77704)
V00000921855,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,75173,POINT (-96.384821 33.057982)
1944,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78109,POINT (-98.306925 29.493075)
460,2021,Economic Development (EDD),Education & Coaching,White,78756,POINT (-97.740236 30.321553)
1019,2019,Economic Development (EDD),Small Business Education & Coaching,,78705,POINT (-97.737978 30.292467)
944,2020,Economic Development (EDD),Small Business Education & Coaching,White,78739,POINT (-97.890498 30.182911)
321,2019,Economic Development (EDD),Small Business Education & Coaching,White,78727,POINT (-97.713462 30.426879)
2184,2020,Economic Development (EDD),Public Art & Placemaking,,,
2153,2020,Economic Development (EDD),Education & Coaching,Asian,,
1336,2021,Economic Development (EDD),Education & Coaching,,98687,POINT (-122.671567 45.631061)
680,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
1327,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78704,POINT (-97.76448 30.243217)
2686,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000932848,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78754,POINT (-97.643722 30.356927)
1339,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78723,POINT (-97.686715 30.30723)
1194,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78717,POINT (-97.765813 30.492639)
423,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
326,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
734,2021,Economic Development (EDD),Education & Coaching,White,78757,POINT (-97.732706 30.349869)
818,2020,Economic Development (EDD),Small Business Education & Coaching,Multi Race or Ethnicity,78745,POINT (-97.798214 30.206782)
3164,2022,Economic Development,Public Art & Placemaking,White,78749,POINT (-97.859448 30.213975)
944,2021,Economic Development (EDD),Education & Coaching,White,78704,POINT (-97.76448 30.243217)
V00000962370,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78660,POINT (-97.613157 30.449905)
2443,2021,Economic Development (EDD),Education & Coaching,,11004,POINT (-73.712092 40.745241)
2899,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78727,POINT (-97.713462 30.426879)
2119,2021,Economic Development (EDD),Education & Coaching,White,78723,POINT (-97.686715 30.30723)
139,2019,Economic Development (EDD),Small Business Education & Coaching,White,78728,POINT (-97.682765 30.450836)
2072,2020,Economic Development (EDD),Education & Coaching,White,78704,POINT (-97.76448 30.243217)
4316,2022,Economic Development,Education & Coaching,Hispanic or Latino,78745,POINT (-97.798214 30.206782)
V00000938118,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,,
V00000929993,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78753,POINT (-97.675352 30.378511)
2606,2020,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
3579,2022,Economic Development,Education & Coaching,White,78757,POINT (-97.732706 30.349869)
341,2021,Economic Development (EDD),Industry Sector Development,White,78751,POINT (-97.722213 30.310564)
V00000970505,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78666,POINT (-97.957509 29.875413)
1562,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78702,POINT (-97.71608 30.264271)
283,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
246,2021,Economic Development (EDD),Cultural Arts Grantmaking,Multi Race or Ethnicity (minimum of two different options from above),,
1555,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78621,POINT (-97.369166 30.333853)
3155,2022,Economic Development,Public Art & Placemaking,White,78749,POINT (-97.859448 30.213975)
V00000925009,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78762,POINT (-97.746598 30.264979)
V00000956703,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75077,POINT (-97.058244 33.075818)
2254,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
727,2019,Economic Development (EDD),Small Business Education & Coaching,,78744,POINT (-97.738673 30.186349)
633,2021,Economic Development (EDD),Education & Coaching,White,78757,POINT (-97.732706 30.349869)
1231,2019,Economic Development (EDD),Small Business Education & Coaching,,78723,POINT (-97.686715 30.30723)
2394,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78727,POINT (-97.713462 30.426879)
4306,2022,Economic Development,Education & Coaching,Prefer not to answer,78753,POINT (-97.675352 30.378511)
V00000938299,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78720,POINT (-97.756284 30.423321)
183,2019,Economic Development (EDD),Small Business Education & Coaching,,78744,POINT (-97.738673 30.186349)
1534,2021,Economic Development (EDD),Education and Coaching,Prefer not to answer,60626,POINT (-87.669834 42.009469)
1873,2020,Economic Development (EDD),Small Business Education & Coaching,White,78745,POINT (-97.798214 30.206782)
1040,2021,Economic Development (EDD),Small Business Development,Hispanic or Latino,78741,POINT (-97.716971 30.227985)
2907,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1471,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1132,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1091,2020,Economic Development (EDD),Small Business Education & Coaching,Multi Race or Ethnicity,78758,POINT (-97.706726 30.384311)
2691,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
1163,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
4184,2022,Economic Development,Education & Coaching,Hispanic or Latino,78703,POINT (-97.763975 30.291285)
875,2019,Economic Development (EDD),Small Business Education & Coaching,,,
92,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,90066,POINT (-118.431218 34.002048)
814,2019,Economic Development (EDD),Small Business Education & Coaching,,,
V00000920091,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78207,POINT (-98.523851 29.4236)
72,2020,Economic Development (EDD),Business Development,,,
4053,2022,Economic Development,Education & Coaching,Black or African-American,78729,POINT (-97.767067 30.454447)
2728,2020,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),21244,POINT (-76.768136 39.334358)
1267,2019,Economic Development (EDD),Small Business Education & Coaching,,78703,POINT (-97.763975 30.291285)
1456,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
843,2020,Economic Development (EDD),Small Business Education & Coaching,,,
882,2019,Economic Development (EDD),Small Business Education & Coaching,,78737,POINT (-97.964749 30.193369)
410,2019,Economic Development (EDD),Small Business Education & Coaching,,78704,POINT (-97.76448 30.243217)
1219,2019,Economic Development (EDD),Small Business Education & Coaching,,78745,POINT (-97.798214 30.206782)
DAW7009930,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78702,POINT (-97.71608 30.264271)
VS0000014477,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78006,POINT (-98.69979 29.839947)
1948,2020,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),78754,POINT (-97.643722 30.356927)
V00000960374,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78253,POINT (-98.758562 29.465265)
120,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
979,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
925,2021,Economic Development (EDD),Education & Coaching,,,
V00000921387,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78701,POINT (-97.741791 30.271191)
V00000954723,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78681,POINT (-97.718684 30.519443)
VC0000102856,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Native American or Alaska Native,78746,POINT (-97.80785 30.293201)
932,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2203,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
2114,2020,Economic Development (EDD),Small Business Education & Coaching,White,78704,POINT (-97.76448 30.243217)
316,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1709,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78721,POINT (-97.683892 30.270568)
2311,2020,Economic Development (EDD),Small Business Education & Coaching,White,78748,POINT (-97.825259 30.166107)
V00000957316,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,77099,POINT (-95.58498 29.670449)
V00000956690,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78757,POINT (-97.732706 30.349869)
1562,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78660,POINT (-97.613157 30.449905)
1224,2021,Economic Development (EDD),Education & Coaching,,11545,POINT (-73.61572 40.84573)
2834,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78588,POINT (8.7357 48.10925)
101,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78726,POINT (-97.838431 30.431233)
1408,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78728,POINT (-97.682765 30.450836)
658,2021,Economic Development (EDD),Education & Coaching,White,78539,POINT (-98.180986 26.284314)
2170,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
480,2019,Economic Development (EDD),Small Business Education & Coaching,White,78745,POINT (-97.798214 30.206782)
2644,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2256,2021,Economic Development (EDD),Cultural Arts Grantmaking,Multi Race or Ethnicity (minimum of two different options from above),78750,POINT (-97.800431 30.433237)
176,2019,Economic Development (EDD),Small Business Education & Coaching,,,
1967,2020,Economic Development (EDD),Small Business Education & Coaching,,78727,POINT (-97.713462 30.426879)
1922,2021,Economic Development (EDD),Music & Entertainment Business Development,Asian,78702,POINT (-97.71608 30.264271)
3709,2022,Economic Development,Education & Coaching,White,78723,POINT (-97.686715 30.30723)
V00000947096,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78762,POINT (-97.746598 30.264979)
1989,2019,Economic Development (EDD),Business Development,,,
V00000908152,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,76118,POINT (-97.214862 32.803208)
1967,2019,Economic Development (EDD),Business Development,,,
1389,2021,Economic Development (EDD),Education & Coaching,,,
1127,2021,Economic Development (EDD),Education & Coaching,White,78735,POINT (-97.858036 30.256502)
1660,2020,Economic Development (EDD),Small Business Education & Coaching,White,78748,POINT (-97.825259 30.166107)
326,2019,Economic Development (EDD),Small Business Education & Coaching,White,78729,POINT (-97.767067 30.454447)
577,2019,Economic Development (EDD),Small Business Education & Coaching,,78756,POINT (-97.740236 30.321553)
552,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
710,2019,Economic Development (EDD),Small Business Education & Coaching,White,78739,POINT (-97.890498 30.182911)
1218,2021,Economic Development (EDD),Education & Coaching,Black or African American,78751,POINT (-97.722213 30.310564)
LTH8305274,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78621,POINT (-97.369166 30.333853)
1949,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,,
1311,2020,Economic Development (EDD),Small Business Education & Coaching,White,78741,POINT (-97.716971 30.227985)
3329,2022,Economic Development,Education & Coaching,Native American or Alaska Native,78759,POINT (-97.753727 30.40316)
690,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78569,POINT (-97.7889 26.40917)
567,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
V00000920808,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78644,POINT (-97.677359 29.876579)
2609,2021,Economic Development (EDD),Education & Coaching,,75068,
1546,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000972522,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78660,POINT (-97.613157 30.449905)
2206,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
1859,2021,Economic Development (EDD),Education & Coaching,White,78727,POINT (-97.713462 30.426879)
4466,2022,Economic Development,Education & Coaching,White,78745,POINT (-97.798214 30.206782)
1152,2019,Economic Development (EDD),Small Business Education & Coaching,White,78728,POINT (-97.682765 30.450836)
754,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78738,POINT (-97.977713 30.319988)
1967,2021,Economic Development (EDD),Education & Coaching,,,
V00000950582,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78733,POINT (-97.871484 30.327345)
345,2019,Economic Development (EDD),Small Business Education & Coaching,White,78757,POINT (-97.732706 30.349869)
1582,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78721,POINT (-97.683892 30.270568)
4169,2022,Economic Development,Education & Coaching,Hispanic or Latino,78749,POINT (-97.859448 30.213975)
1405,2020,Economic Development (EDD),Small Business Education & Coaching,,,
119,2021,Economic Development (EDD),Small Business Development,Multi Race or Ethnicity (minimum of two different options from above),97520,POINT (-122.566304 42.143069)
2105,2020,Economic Development (EDD),Small Business Education & Coaching,,,
818,2021,Economic Development (EDD),Education & Coaching,Black or African American,44112,POINT (-81.55341 41.55189)
1133,2020,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
2213,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2026,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
581,2021,Economic Development (EDD),Education & Coaching,Black or African American,78745,POINT (-97.798214 30.206782)
2260,2020,Economic Development (EDD),Small Business Education & Coaching,,,
446,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2718,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,,
VS0000007788,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78641,POINT (-97.872696 30.55706)
3604,2022,Economic Development,Education & Coaching,White,93101,POINT (-119.707226 34.419968)
VS0000037520,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78722,POINT (-97.715708 30.290465)
536,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
500,2021,Economic Development (EDD),Education and Coaching,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
1945,2021,Economic Development (EDD),Music & Entertainment Business Development,White,,
1830,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78723,POINT (-97.686715 30.30723)
1069,2021,Economic Development (EDD),Public Art & Placemaking,,,
1408,2021,Economic Development (EDD),Education & Coaching,Asian,,
660,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
3938,2022,Economic Development,Education & Coaching,Prefer not to answer,78754,POINT (-97.643722 30.356927)
CRE7038055,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78759,POINT (-97.753727 30.40316)
2001,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1586,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2593,2020,Economic Development (EDD),Small Business Education & Coaching,White,78704,POINT (-97.76448 30.243217)
2042,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
506,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78723,POINT (-97.686715 30.30723)
V00000917428,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,77063,POINT (-95.52144 29.732943)
402,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1051,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78610,POINT (-97.818541 30.079155)
302,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1044,2020,Economic Development (EDD),Small Business Education & Coaching,,,
927,2021,Economic Development (EDD),Education & Coaching,White,78702,POINT (-97.71608 30.264271)
V00000906584,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,76574,POINT (-97.399668 30.580358)
2246,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78741,POINT (-97.716971 30.227985)
1607,2020,Economic Development (EDD),Small Business Education & Coaching,White,78701,POINT (-97.741791 30.271191)
1338,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78733,POINT (-97.871484 30.327345)
BAE7086810,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78757,POINT (-97.732706 30.349869)
908,2021,Economic Development (EDD),Education & Coaching,White,78748,POINT (-97.825259 30.166107)
219,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78758,POINT (-97.706726 30.384311)
2471,2020,Economic Development (EDD),Small Business Education & Coaching,,,
669,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78735,POINT (-97.858036 30.256502)
2789,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78634,POINT (-97.555793 30.550535)
1162,2020,Economic Development (EDD),Small Business Education & Coaching,White,78642,POINT (-97.926837 30.692179)
2997,2021,Economic Development (EDD),Industry Sector Development,White,78735,POINT (-97.858036 30.256502)
2069,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4274,2022,Economic Development,Education & Coaching,Hispanic or Latino,78739,POINT (-97.890498 30.182911)
1795,2020,Economic Development (EDD),Small Business Education & Coaching,,,
VS0000031778,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78750,POINT (-97.800431 30.433237)
1086,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1287,2019,Economic Development (EDD),Small Business Education & Coaching,,78752,POINT (-97.703051 30.332223)
707,2019,Economic Development (EDD),Small Business Education & Coaching,,78759,POINT (-97.753727 30.40316)
1067,2019,Economic Development (EDD),Small Business Education & Coaching,,78750,POINT (-97.800431 30.433237)
VS0000011100,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78704,POINT (-97.76448 30.243217)
1852,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78741,POINT (-97.716971 30.227985)
V00000942454,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78653,POINT (-97.531473 30.345865)
V00000908728,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78720,POINT (-97.756284 30.423321)
2608,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2332,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
7,2019,Economic Development (EDD),Small Business Education & Coaching,,78779,POINT (-97.746598 30.264979)
4126,2022,Economic Development,Education & Coaching,White,17402,POINT (-76.665063 39.961912)
2188,2020,Economic Development (EDD),Public Art & Placemaking,Multi Race or Ethnicity (minimum of two different options from above),78745,POINT (-97.798214 30.206782)
1003,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78745,POINT (-97.798214 30.206782)
V00000917399,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78750,POINT (-97.800431 30.433237)
762,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78752,POINT (-97.703051 30.332223)
1332,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78664,POINT (-97.651252 30.505358)
2713,2021,Economic Development (EDD),Education & Coaching,Black or African American,75701,POINT (-95.296721 32.323605)
3338,2022,Economic Development,Education & Coaching,Multi Race or Ethnicity,78723,POINT (-97.686715 30.30723)
3525,2022,Economic Development,Education & Coaching,White,78704,POINT (-97.76448 30.243217)
186,2021,Economic Development (EDD),Education & Coaching,Black or African American,78744,POINT (-97.738673 30.186349)
2183,2020,Economic Development (EDD),Education & Coaching,,,
2037,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78701,POINT (-97.741791 30.271191)
1196,2019,Economic Development (EDD),Small Business Education & Coaching,,78744,POINT (-97.738673 30.186349)
2672,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78751,POINT (-97.722213 30.310564)
VS0000024713,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78746,POINT (-97.80785 30.293201)
V00000951924,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78753,POINT (-97.675352 30.378511)
VS0000037358,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78717,POINT (-97.765813 30.492639)
212,2019,Economic Development (EDD),Small Business Education & Coaching,White,78727,POINT (-97.713462 30.426879)
1981,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1337,2021,Economic Development (EDD),Public Art & Placemaking,Hispanic or Latino,78721,POINT (-97.683892 30.270568)
492,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2187,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
2331,2020,Economic Development (EDD),Small Business Education & Coaching,,,
613,2020,Economic Development (EDD),Music & Entertainment Business Development,Hispanic or Latino,,
V00000971698,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78741,POINT (-97.716971 30.227985)
1126,2019,Economic Development (EDD),Small Business Education & Coaching,,78750,POINT (-97.800431 30.433237)
MAR7074045,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,55121,POINT (-93.150007 44.846549)
909,2021,Economic Development (EDD),Education & Coaching,White,76574,POINT (-97.399668 30.580358)
1788,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78746,POINT (-97.80785 30.293201)
458,2021,Economic Development (EDD),Industry Sector Development,,,
303,2019,Economic Development (EDD),Small Business Education & Coaching,White,78759,POINT (-97.753727 30.40316)
1785,2019,Economic Development (EDD),Cultural Arts Grantmaking,,90731,POINT (-118.287112 33.73657)
1281,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2639,2021,Economic Development (EDD),Industry Sector Development,,,
1920,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1357,2021,Economic Development (EDD),Education & Coaching,,,
31,2021,Economic Development (EDD),Education & Coaching,,76537,POINT (-97.603987 30.816036)
V00000939446,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78744,POINT (-97.738673 30.186349)
4301,2022,Economic Development,Education & Coaching,Hispanic or Latino,77039,POINT (-95.336391 29.909584)
1202,2021,Economic Development (EDD),Public Art & Placemaking,White,,
1805,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78749,POINT (-97.859448 30.213975)
2372,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2687,2021,Economic Development (EDD),Small Business Development,Black or African American,,
3034,2021,Economic Development (EDD),Cultural Arts Grantmaking,Hispanic or Latino,78761,POINT (-97.746598 30.264979)
3756,2022,Economic Development,Education & Coaching,Hispanic or Latino,78628,POINT (-97.725109 30.652485)
2281,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2316,2020,Economic Development (EDD),Small Business Education & Coaching,White,78155,POINT (-97.958614 29.557217)
276,2021,Economic Development (EDD),Education & Coaching,Black or African American,23435,POINT (-76.463566 36.85631)
2526,2020,Economic Development (EDD),Cultural Arts Grantmaking,Black or African American,78749,POINT (-97.859448 30.213975)
754,2021,Economic Development (EDD),Education & Coaching,Native Hawaiian or Other Pacific Islander,78640,POINT (-97.839938 29.996884)
1903,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,95000,
1837,2020,Economic Development (EDD),Small Business Education & Coaching,White,78702,POINT (-97.71608 30.264271)
1588,2020,Economic Development (EDD),Small Business Education & Coaching,White,78155,POINT (-97.958614 29.557217)
575,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
4522,2022,Economic Development,Education & Coaching,White,77057,POINT (-95.488877 29.743483)
1659,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
268,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
264,2019,Economic Development (EDD),Small Business Education & Coaching,White,78748,POINT (-97.825259 30.166107)
1557,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78722,POINT (-97.715708 30.290465)
2581,2020,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
V00000972613,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78669,POINT (-98.097163 30.431305)
2931,2021,Economic Development (EDD),Education & Coaching,White,76682,POINT (-96.895206 31.461539)
V00000914579,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78660,POINT (-97.613157 30.449905)
1180,2020,Economic Development (EDD),Small Business Education & Coaching,,,
3403,2022,Economic Development,Education & Coaching,Hispanic or Latino,78747,POINT (-97.757228 30.133523)
V00000911108,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78746,POINT (-97.80785 30.293201)
298,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78752,POINT (-97.703051 30.332223)
1732,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78720,POINT (-97.756284 30.423321)
VS0000019039,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78756,POINT (-97.740236 30.321553)
